sample_size,iteration,cut_points_x1,cut_points_x2,beta_star
1000,53,"[-1.3051749082066473, -0.5135771793588615]","[-1.257381615062085, 0.137724028140451]","[-0.9198704095111373, 1.9058995730310162, -0.9860291635198789, -0.2847889237975203, 1.4712866071227968, -1.1864976833252765]"
1000,54,"[-0.6081746487258091, -0.33476067571452756]","[-0.132676911105164, 0.8221202243715002]","[-0.4894777710784768, 0.7671061363583442, -0.27762836527986745, -0.36858920526981637, 1.2108577323625098, -0.8422685270926935]"
1000,55,"[0.5891493566473915, 0.8779023057597503]","[-0.361428793818413, 0.31704147609621713]","[-0.28942010038050753, 1.1145895961553856, -0.8251694957748783, -1.0936015645304404, 1.4006044361998704, -0.30700287166943]"
1000,56,"[-0.35256881821734865, 0.0656816416137467]","[0.13237008519115023, 1.2537250686264891]","[-0.8686147779196282, 1.4310331533584821, -0.5624183754388542, -0.23052667840571872, 1.3027272132570298, -1.072200534851311]"
1000,57,"[-0.40160783278729895, 0.06142204947227364]","[-0.5256864463185422, -0.023408801300405985]","[-0.7820092584283924, 1.5581831136392106, -0.7761738552108182, -1.0753595429505691, 1.2939014510354614, -0.21854190808489204]"
1000,58,"[-0.36244960770476997, 0.0786110000956333]","[-0.9684758229352715, -0.6602084532420243]","[-0.43220707365531746, 1.6706157125948846, -1.238408638939567, -0.24060852463492935, 0.9799830755102049, -0.7393745508752755]"
1000,59,"[-0.10000174889753455, 0.6597752434971113]","[0.12199084020805366, 1.3128129994260296]","[-1.109297595701474, 1.6997878262153763, -0.5904902305139023, -0.8990990302048413, 1.7217165425587035, -0.8226175123538623]"
1000,60,"[0.28596368502738645, 0.8491405226154323]","[-0.3887419582780756, -0.12979361297177683]","[-0.13302609056564552, 1.2712260729059408, -1.1381999823402955, -0.535859618501132, 1.4872628290066072, -0.9514032105054753]"
1000,61,"[-0.10956741837635298, 0.8616353366039339]","[-1.290885575235391, -0.8846522523478739]","[-0.509136030479198, 0.9166689961434941, -0.40753296566429614, -0.24677453475842473, 0.9529741696391061, -0.7061996348806813]"
1000,62,"[-0.5824867525860228, -0.12890889990767965]","[-0.33121845835908725, 0.1323644040983868]","[-0.3415878600962046, 0.725475639778269, -0.3838877796820644, -0.5603957786920033, 1.0528146186194727, -0.4924188399274691]"
1000,63,"[-1.3051871085953097, 0.34050114415075505]","[-0.611468674161008, 0.06854151166584108]","[0.0313995060823761, 1.4359246200842213, -1.4673241261665975, -0.20084430321256713, 0.6514362394812483, -0.45059193626868105]"
1000,64,"[0.5561919609879291, 1.1727389166239879]","[-1.1691346105367753, 0.5433582629971432]","[-0.9785007511009846, 1.674207123025178, -0.6957063719241936, 0.17248729495518553, 1.2936489045464066, -1.4661361995015922]"
1000,65,"[-0.143796553417273, 0.06006146763514353]","[-0.6677859564893991, -0.4207792185846814]","[-1.2634248834500068, 1.0867035552183597, 0.17672132823164727, -0.8040764184427465, 1.077543183681915, -0.27346676523916863]"
1000,66,"[-0.3461947649971265, 0.14408570312459995]","[-0.5326344375009788, 1.3335124332530632]","[-0.43904222399445936, 1.0280801659451153, -0.589037941950656, -1.0458052828979552, 1.7527927764084306, -0.7069874935104754]"
1000,67,"[0.3424615664846387, 0.6364887125375984]","[0.10309620819352439, 0.5492057801846157]","[-0.4072601934943833, 1.1401384485106987, -0.7328782550163153, -1.5309609395931307, 1.9655309181549288, -0.434569978561798]"
1000,68,"[-0.8744658172553864, -0.11676568974884821]","[-0.3610836753018278, -0.11687195774647807]","[-0.6537781365508638, 1.6933505322128815, -1.0395723956620175, -0.8446369921946901, 0.9435190788826552, -0.09888208668796505]"
1000,69,"[0.43519092649057833, 0.6722327961683627]","[-0.8993600851873915, 0.1042326138523691]","[-0.4866744391137953, 0.5831107256446623, -0.09643628653086696, -0.4013127223733213, 1.1464284950198507, -0.7451157726465294]"
1000,70,"[-1.1479670506211472, 0.9542948100491121]","[0.553431462547532, 1.2786584180122658]","[-0.945195636330636, 0.5513895789811922, 0.3938060573494439, -0.21959362338728117, 0.7275856288930639, -0.5079920055057826]"
1000,71,"[-0.1405524215376588, 0.5730849406257995]","[-1.283425719294314, -0.3740046114645272]","[-0.8856585507022356, 1.8754946154685506, -0.9898360647663149, -0.42643648522485766, 1.3337028594759222, -0.9072663742510646]"
1000,72,"[-0.09094442735168468, 0.3612789417588068]","[-0.14770419603573237, 0.5435716462823642]","[-1.5089391979384348, 1.6933008070938131, -0.18436160915537825, -0.8771450348974168, 1.0785082207612162, -0.20136318586379942]"
1000,73,"[-0.3458842379102174, 1.301292844110425]","[-1.2889590247853, 0.5223516417327129]","[-0.04210450680593458, 1.0718109925584658, -1.029706485752531, -0.5857853650735709, 1.6963338617349286, -1.110548496661358]"
1000,74,"[-0.6428379542437366, 0.30452627244346336]","[0.288577001751594, 1.2199732533652774]","[-0.9112926986394567, 1.211469549490272, -0.3001768508508155, -0.8067163237063483, 1.2073111754172907, -0.40059485171094233]"
1000,75,"[-0.9091771424572492, -0.12421340221946386]","[-0.15512909812544795, 1.2396134056617438]","[-0.5578822168316222, 1.182826431916651, -0.624944215085029, -0.5087797336661627, 1.305834247242442, -0.7970545135762794]"
1000,76,"[-0.8342769569524199, 0.5674136520213287]","[-0.34121934236860807, 0.8176578050247256]","[-1.2993537718416162, 1.4230720771251595, -0.12371830528354327, -0.6870718919701669, 1.4714986174090212, -0.7844267254388543]"
1000,77,"[-0.8227365509337105, -0.07691157427049167]","[-0.3405254629565619, 0.3395216137460172]","[-0.8334717926760009, 1.50650400528455, -0.6730322126085491, -0.7105048875470769, 0.9893632829349543, -0.2788583953878774]"
1000,78,"[-1.2547333691334006, 0.33550129474456697]","[0.5710319276732746, 1.2858365489575634]","[-0.8115280227945423, 1.0344268968085126, -0.22289887401397018, -0.7450021369250596, 1.3037667737109735, -0.5587646367859138]"
1000,79,"[-0.9731072542423458, 0.07739750397059499]","[-1.2621509596482265, -0.5929721339263772]","[-0.9133041546519083, 1.1197162972095007, -0.20641214255759233, -0.9888424789985102, 0.984818749752038, 0.004023729246472152]"
1000,80,"[-0.8583030021872661, -0.5887011523718093]","[-0.5327278468106227, 1.3231014814873243]","[-0.9368316217897599, 1.055422477679805, -0.11859085589004503, -1.1929129664245837, 0.8888200206622878, 0.30409294576229606]"
1000,81,"[-0.8704156054232374, 1.2576840545919021]","[0.11609895526090985, 1.2461120503413046]","[-0.5368781737597651, 0.7931104140117688, -0.25623224025200386, -0.7761802827642142, 1.230811123658016, -0.4546308408938017]"
1000,82,"[-1.3159347564681712, 0.5973019872810391]","[0.10417023405352643, 1.263898259135464]","[-1.2949478161959656, 1.8393110518345779, -0.5443632356386124, -0.16341749817337173, 0.5500490986709858, -0.386631600497614]"
1000,83,"[0.2807039245375309, 1.3054354160128998]","[-0.6298699520368504, -0.1270278862635857]","[-0.49952578280026994, 1.3689685167043177, -0.8694427339040482, -0.6413313915282939, 1.262978498469113, -0.6216471069408194]"
1000,84,"[-0.08647218132834406, 0.12762282606169562]","[-0.8170200433096635, -0.5356774417818877]","[-1.1667208585891944, 1.740608613090005, -0.5738877545008108, -1.1731230288330785, 1.5137459404160591, -0.34062291158298064]"
1000,85,"[-0.5520632035659758, 0.38400321760752965]","[-0.9588752515575185, 1.2471721498962947]","[-0.5480624162909706, 2.0629163569480524, -1.514853940657082, -1.0612922611419298, 1.555544483963935, -0.4942522228220052]"
1000,86,"[-0.6068912413038722, 0.8607976788039435]","[-0.3920985856585455, 0.46964223067140504]","[-0.17119034843067027, 0.7991855861447095, -0.6279952377140392, -1.0312007255674673, 1.100296931313178, -0.06909620574571071]"
1000,87,"[-0.358268990722015, 0.3177723167152715]","[-0.8698985585712014, 0.3461749681503769]","[-0.8569929366262341, 1.241231227296705, -0.38423829067047105, -0.6744600933939124, 0.5794670662151056, 0.09499302717880692]"
1000,88,"[-0.6008365554884703, 0.6044248541477467]","[-1.2582177015001377, 0.1230268138930013]","[-0.6526274882237493, 1.4806613306251155, -0.8280338424013662, -0.406665726444333, 1.4387272395386066, -1.0320615130942736]"
1000,89,"[-1.300015942322963, -0.6315164091987961]","[0.3653192785630073, 0.6184493877201818]","[-0.8749950112922017, 0.7715212622712395, 0.10347374902096226, -0.21681169575851456, 0.801373846943114, -0.5845621511845996]"
1000,90,"[-1.3620854620928322, 0.14368766475098083]","[-0.11093035591181499, 0.5831696940412872]","[-1.0951160398005177, 1.5446564321400729, -0.4495403923395554, -0.7267037220183642, 1.4255849667145917, -0.6988812446962276]"
1000,91,"[-0.3424038857196451, 0.9038814721354228]","[0.10880578983436962, 0.3776893295729489]","[-0.7283612442214744, 0.8555065864288833, -0.12714534220740908, -0.37624518157345715, 1.2128626629565904, -0.8366174813831331]"
1000,92,"[-0.5744290000123716, 0.5958023246126058]","[-1.2546204662914564, -0.36842724578961855]","[-0.5478193325478005, 0.8022478074649155, -0.2544284749171149, -1.029469095115092, 2.057060821325055, -1.0275917262099628]"
1000,93,"[-1.3293148557770966, 0.32776317431326013]","[-1.230737468034718, -0.39611834851005345]","[-0.7142278130709184, 1.7603426209575657, -1.0461148078866473, -0.6429643225036329, 0.9462405696373672, -0.30327624713373447]"
1000,94,"[-0.9437368460881671, 0.5258549514054045]","[-0.12295877359130525, 0.26265133403968044]","[-0.7878637321364312, 1.0089458871603076, -0.22108215502387624, -0.6241872114042823, 1.4696720253185782, -0.8454848139142959]"
1000,95,"[-0.34995488841508093, 0.6377942921961732]","[-0.8760042754896249, -0.5999523213378903]","[-0.05153609043126561, 1.1619146081485168, -1.1103785177172512, -1.1424996023434333, 1.444624399873238, -0.3021247975298047]"
1000,96,"[-0.5085947839055247, 0.08316909695148222]","[-1.2541685037625965, 0.14273934221966286]","[-0.2980184518514498, 1.5109103318689376, -1.2128918800174882, -1.1310608206058892, 1.3709955489850372, -0.2399347283791483]"
1000,97,"[-0.18979280478679295, 0.561634682760118]","[-0.1192072020797188, 0.8733642539413944]","[-0.8564935114082551, 0.9994510399101965, -0.14295752850194132, -0.7067048178531345, 1.7801682063595352, -1.0734633885064007]"
1000,98,"[0.4684374541373368, 0.6938194999926446]","[-0.926093410873404, 0.8751715550595371]","[-1.143223300807381, 1.2752291231943347, -0.1320058223869538, -1.393371466017435, 1.7310743616458977, -0.3377028956284625]"
1000,99,"[-0.3726571884840509, 0.8510543117228162]","[-0.3601809467879108, 0.34089274023717847]","[-0.9224165458917871, 1.1832536541091845, -0.26083710821739714, -1.108361900555095, 1.1927502130483882, -0.08438831249329329]"
1000,100,"[-0.10467660142496238, 0.1253880643489793]","[0.06729051572815514, 0.3399315011119032]","[-0.7187972090649081, 1.3745628618096801, -0.6557656527447719, -0.3869052326763181, 1.3558448888964338, -0.968939656220116]"
2000,1,"[-0.6160859130592828, 0.9115521047418543]","[-0.902021692016614, 0.8660132134652392]","[-0.4561444932638438, 0.8512035839341352, -0.3950590906702914, -0.899889178548929, 1.6489919288632637, -0.7491027503143347]"
2000,2,"[-0.10312164801267917, 0.8748942425728844]","[0.5860901112429207, 1.26997608423533]","[-0.3500504997112148, 1.0951311007625508, -0.7450806010513361, -1.4655172030399868, 1.6030257027966417, -0.1375084997566549]"
2000,3,"[-1.3215180813951464, -0.6185373551551457]","[-0.16909533724911746, 0.79947207440101]","[0.005593655152254601, 1.0597842192682188, -1.0653778744204734, -0.03622992750049153, 0.8564896999318028, -0.8202597724313114]"
2000,4,"[0.13951084729463697, 0.3380066892593902]","[-0.3906721627338812, 0.08364495034199082]","[-1.4057191460108565, 1.6817833069178176, -0.2760641609069612, -0.9483600093051401, 0.9343461510970724, 0.014013858208067553]"
2000,5,"[-0.5935453336635055, 1.3274644969042417]","[-0.6203533692329803, 0.5630524432394908]","[-1.0073468471066729, 2.1311760860083684, -1.1238292389016953, -1.0794288482531433, 1.7712759945733314, -0.691847146320188]"
2000,6,"[0.6051422081161104, 1.2715288232807787]","[-0.0881047424054211, 0.35249020724537783]","[-0.5291499986728068, 0.3173716488192549, 0.21177834985355176, -0.39203373907457184, 0.8883458469080765, -0.49631210783350466]"
2000,7,"[-0.8785720427977637, -0.33429254302003647]","[-0.8810252668254975, -0.14631517383401216]","[-0.6757706536344839, 1.4360553935000613, -0.7602847398655774, -0.09658920760282952, 1.0383201389871164, -0.9417309313842871]"
2000,8,"[-0.3441751115525172, 0.594154973958451]","[-0.8976100903473081, -0.3658207851180194]","[-0.8656290619070416, 1.3929709299909858, -0.5273418680839442, -0.761302384699989, 1.686858381415526, -0.925555996715537]"
2000,9,"[0.3158182377655606, 0.8749991835554531]","[-0.5598481223873151, 0.11777754802986928]","[0.03336493637136706, 1.3671487711414327, -1.4005137075127998, 0.026604138727475746, 1.262654775177752, -1.289258913905228]"
2000,10,"[-0.8888524560373943, 0.10184144054949235]","[-1.251382514605676, 0.09836104362615153]","[-0.42150026039128385, 1.1033788777379252, -0.6818786173466413, -0.5781351957633217, 1.3061906488475858, -0.7280554530842639]"
2000,11,"[-0.15640585922128486, 1.2651539498208506]","[-1.2685178987120709, -0.5948811342328589]","[-1.2244293239072732, 2.126801100480365, -0.9023717765730919, -0.8080128483624601, 1.5167327241826483, -0.708719875820188]"
2000,12,"[-1.30966773113451, 0.5890919293532628]","[-0.3564970641951007, 1.2459635070622253]","[-0.4946404373545954, 1.290482006651061, -0.7958415692964653, -0.9358482666922877, 1.7537616214279188, -0.8179133547356313]"
2000,13,"[-0.3370593029772928, 0.5785711745478116]","[-0.061447658612491574, 1.320855659871703]","[-0.731999217246591, 1.6820580785240669, -0.9500588612774759, -0.44117514088143645, 1.7058742975021994, -1.2646991566207628]"
2000,14,"[-0.5547750391177964, -0.31470164671960454]","[-0.8784060038085318, -0.6207378343788879]","[-0.5361751768012152, 1.5708337831884456, -1.0346586063872305, -0.25333509312826524, 0.9887954069000826, -0.7354603137718174]"
2000,15,"[0.14000917603545587, 0.3677703647552476]","[-1.2079760820593888, 0.3162364983091696]","[-0.6982141694557719, 1.2021392840475977, -0.5039251145918261, -0.6793194777910772, 1.3058329238865956, -0.6265134460955183]"
2000,16,"[0.0999177221707308, 0.5684038377334246]","[-0.1416506507685141, 1.2157100649270056]","[-0.01911890484743569, 1.003910806255992, -0.9847919014085563, -0.41943380201031005, 0.8806172013232082, -0.46118339931289815]"
2000,17,"[-1.2652425637321318, -0.6153083422844986]","[0.5689930422912164, 0.8787391249028489]","[-0.6973501451816158, 1.5285390985779663, -0.8311889533963505, -0.6423795141279448, 1.1014093236139977, -0.4590298094860531]"
2000,18,"[-0.8664041462862988, 1.312020452489969]","[-1.2439584190333401, 0.3385237197577544]","[-0.4715886867613953, 1.1221038159318908, -0.6505151291704955, -0.5045098603949676, 0.8962042794695827, -0.391694419074615]"
2000,19,"[0.32426699704148343, 0.9149688499616545]","[-0.5551886272719375, 0.5940120766953427]","[-0.3628861943765894, 0.8022434493676074, -0.43935725499101796, -1.8169315863717523, 1.91698367510554, -0.10005208873378779]"
2000,20,"[-0.8236237693952949, -0.09224654734294224]","[-0.5857343808126353, 0.8869744971408827]","[-0.6813334743154602, 1.6191464959036852, -0.937813021588225, -0.2610599595080365, 1.0513924663219565, -0.7903325068139199]"
2000,21,"[-0.07909891524709683, 1.3539866143963095]","[-1.2637718293075304, 0.3588849356696767]","[-1.1855520399593131, 1.655456989042679, -0.46990494908336566, -0.3046039613009905, 1.4563428293165168, -1.1517388680155263]"
2000,22,"[0.5701914192247236, 0.88200307809551]","[-0.6041326343760159, 0.2873466515575888]","[-0.5617234911311798, 1.6770384582442777, -1.1153149671130982, -0.9997805713645704, 1.6534411913504006, -0.6536606199858301]"
2000,23,"[-0.34489519832211, 1.311162216342062]","[0.8794161619070665, 1.3031566264429744]","[-0.20956191917596648, 1.5201350624995251, -1.3105731433235588, -0.5640371887949882, 1.224809005179562, -0.6607718163845737]"
2000,24,"[0.3387308342433741, 0.6047239342614811]","[-0.668577217740467, -0.4439525350726683]","[-0.5420354124614345, 1.8142909422462372, -1.2722555297848026, -0.7739646900737677, 2.373171388044348, -1.5992066979705806]"
2000,25,"[-0.5747600857427169, 0.0865221474410432]","[-0.5683195764060753, 0.6032883290727721]","[-1.2791551643297807, 1.5031635766193636, -0.2240084122895828, -0.8752783464649749, 1.7042869300483117, -0.8290085835833367]"
2000,26,"[0.11466806497953375, 0.8820353485218774]","[-1.2000564575849446, 1.256631455412265]","[-0.7881190814999887, 2.1645817004074854, -1.3764626189074967, -0.7895991546731003, 1.510283896980584, -0.720684742307484]"
2000,27,"[-0.3668566429719523, -0.13215694984560972]","[-1.351109266656253, -0.5870445204479409]","[-0.766502337365199, 1.2123003205280045, -0.4457979831628055, 0.28021196956797756, 0.8764668717564051, -1.1566788413243825]"
2000,28,"[-0.630413939787441, -0.35520167625076515]","[0.3096952883766115, 0.5905232304594465]","[-0.8701250336472276, 1.7413064445826187, -0.8711814109353911, -0.7741434114971886, 1.4580880831854928, -0.6839446716883044]"
2000,29,"[0.349434150192746, 0.6095132317153517]","[-0.15496009965891702, 0.2942243848028896]","[-0.38407682435356105, 1.6027472894905552, -1.2186704651369942, -0.532052299790827, 0.9130727875809792, -0.3810204877901523]"
2000,30,"[-1.297256012683769, -0.9096573368040843]","[-0.09705226294447736, 0.6003392682319871]","[-1.191308121262435, 1.656300821042624, -0.4649926997801892, -0.9151890674576295, 1.2871013316132884, -0.371912264155659]"
2000,31,"[-0.8698414243867535, -0.1376182990438916]","[-0.10143554589313325, 1.2570307121038709]","[-0.27555359226333676, 0.5828372429232946, -0.307283650659958, -0.7066324266794382, 1.528315951621934, -0.8216835249424956]"
2000,32,"[-0.5726792048415983, 0.5920410656816821]","[-1.3121653144195011, -0.3880014667710805]","[-0.6846839282073994, 1.2842564443933486, -0.5995725161859492, -0.557612897478005, 0.8505135948366891, -0.29290069735868424]"
2000,33,"[-0.8476673695616725, 0.3152156425156568]","[-0.1149578198779464, 1.2667934315248432]","[-0.00572226699031142, 0.9221320925986295, -0.9164098256083183, -0.06165576612525153, 0.9262138831713496, -0.8645581170460983]"
2000,34,"[-0.09154604981123032, 0.12342739715640721]","[-0.8668576168727291, -0.10573561823739502]","[-1.0539598676953101, 1.9540606482485527, -0.9001007805532428, -0.786598382921484, 1.3445023316533458, -0.5579039487318618]"
2000,35,"[0.9183515970342089, 1.2707591995529548]","[-0.570665429489402, -0.07288741594843962]","[-0.8958654481863508, 1.9721835654532596, -1.0763181172669087, -1.4929904488349401, 1.772764039117761, -0.2797735902828207]"
2000,36,"[-0.9023981304658976, -0.35097583446213915]","[-1.289054628335049, 0.8753637618073759]","[-0.4509168340552866, 1.0837078105215068, -0.6327909764662202, -0.9633261669083604, 1.150033078197249, -0.1867069112888886]"
2000,37,"[-0.334051264117276, -0.11614765544932268]","[0.06570819331293898, 1.2736223623574279]","[-0.2476165664490989, 1.3387109932414307, -1.0910944267923322, -0.8003414691030776, 1.4808605709297167, -0.6805191018266391]"
2000,38,"[-0.8567578238164801, 0.8191554382890561]","[-0.3963980977144761, 0.33979412778440155]","[-0.48154083351960736, 1.384413602350941, -0.9028727688313337, -0.4749749167530251, 2.0776991136966987, -1.6027241969436734]"
2000,39,"[0.09002526830799315, 0.31646136597444696]","[-0.34903353552335936, -0.11607484601424592]","[-0.7039121826687869, 1.7958668273203247, -1.0919546446515378, -0.5690793077808899, 1.157109117213655, -0.5880298094327651]"
2000,40,"[-1.2872646493985644, 0.6309410457828869]","[-0.3183948009420111, 1.283868700883493]","[-1.5260408223486455, 1.5635510114057622, -0.03751018905711695, -0.9080730913053146, 0.9782915006464038, -0.07021840934108925]"
2000,41,"[-0.33009730435753337, 0.10984058706517168]","[-1.3319046096754814, 0.07396262607571684]","[-0.3565021923998185, 1.7186021434797356, -1.362099951079917, -1.0486313696572407, 1.2245992792154798, -0.17596790955823938]"
2000,42,"[-0.8340945559847845, 0.5559954582242059]","[-0.10928187190209943, 0.09609959564944331]","[-0.9448101748022946, 1.963512094690914, -1.0187019198886194, -0.9179052968149309, 1.7243587267128913, -0.8064534298979602]"
2000,43,"[-1.356264464541602, 0.9030732300726606]","[0.09046010908324362, 0.3365397041068604]","[-0.03862275838989224, 1.1120827131509317, -1.0734599547610395, -0.13276692783752497, 0.8425053034157615, -0.7097383755782365]"
2000,44,"[-0.9042631031382873, 1.2784877263629058]","[-0.9015523820664949, -0.10081951807847593]","[-0.4173380597711369, 1.095320208843613, -0.677982149072476, -0.7684015932446427, 1.613359645283786, -0.8449580520391432]"
2000,45,"[-1.2145502337743952, 0.5746267577962765]","[-1.2295255776362084, 1.2896191293844996]","[-0.9882434944966029, 1.9620111305234849, -0.9737676360268822, -0.7750364836641072, 1.3118074115172504, -0.5367709278531433]"
2000,46,"[-1.3155712086909594, 0.8649216714838122]","[-0.624790843786813, 0.5730414830971683]","[-0.21172534330459825, 1.0855107110840376, -0.8737853677794394, -0.5472427618301802, 1.5144214836828422, -0.9671787218526621]"
2000,47,"[-0.625257656781836, 1.2278052160478172]","[0.325879330877807, 0.5379253719866613]","[-0.8687701770850728, 1.3268941324232775, -0.45812395533820494, -0.2687845661891157, 0.42166921495301746, -0.15288464876390173]"
2000,48,"[-0.5737523591605809, -0.08659615945535495]","[-0.5121882363255377, -0.039435435906004956]","[-0.18300636747503463, 0.2102665769668367, -0.02726020949180208, -0.7001028247940051, 1.823871060864187, -1.123768236070182]"
2000,49,"[-0.7064095307114563, 0.2981943260504622]","[-0.9093233626496966, 0.8953255140896282]","[-0.7315815795792309, 0.8214987997875781, -0.08991722020834725, -0.893541734614897, 1.0710128676613873, -0.1774711330464902]"
2000,50,"[-0.6108747036096502, -0.38268632939157854]","[0.07826368993671512, 0.30931593742930064]","[-0.5392631820676475, 1.6557988098659657, -1.1165356277983183, -0.3849908242378656, 1.4285873580914181, -1.0435965338535524]"
2000,51,"[-0.3332684791639928, -0.07988431256142386]","[0.12239772822320749, 0.8683374686102656]","[0.1549953375710424, 1.6540776264575132, -1.8090729640285559, -1.2651797132858236, 1.7840318458566269, -0.5188521325708034]"
2000,52,"[-0.28406393393339435, -0.06622283476828708]","[-0.11121747777046576, 0.8676986975038228]","[-1.00252420299047, 1.5800436746077933, -0.5775194716173233, -0.9474619598735607, 1.5917324973087408, -0.64427053743518]"
2000,53,"[-1.2684116809303823, -0.10395817979363697]","[-0.08737425060144985, 0.14565590289457614]","[-0.9026148754113393, 1.907289174816046, -1.0046742994047069, -1.0713698050090175, 1.3098005460421338, -0.23843074103311612]"
2000,54,"[-0.8724212042142361, -0.13940113975464818]","[-0.6127079032229796, 0.07139141428961898]","[-0.5807229205943472, 1.4451283959961032, -0.8644054754017558, -0.9846599783482988, 1.818761203148041, -0.8341012247997421]"
2000,55,"[-0.8545088131120879, -0.30234503706469573]","[0.1596002594562914, 0.3855373815872176]","[-1.286354489175268, 1.4179090378853112, -0.13155454871004327, -1.824409146078093, 2.0171446571695726, -0.1927355110914798]"
2000,56,"[0.15263045388657948, 0.6032401568254222]","[0.15357554266890394, 0.8995691221998452]","[-0.1917814744068922, 1.0767765919689327, -0.8849951175620406, -0.5726337081952414, 1.1039771400450302, -0.5313434318497888]"
2000,57,"[-1.2882095216515947, -0.6007147835123399]","[-0.569936889829517, -0.3215530950437417]","[-1.0103061523532955, 1.6803725318808764, -0.6700663795275809, -0.6323167476345942, 1.1926126246070052, -0.560295876972411]"
2000,58,"[0.1265427603558948, 0.8738713176830797]","[-0.5704922446886164, 0.8569567912259428]","[-0.42009198431605205, 1.2156798090960803, -0.7955878247800285, -0.11906186590133946, 0.7011275003789396, -0.5820656344776002]"
2000,59,"[-0.08629435919450437, 0.8535246979477169]","[-1.2809227444247626, -0.8944089238476937]","[-0.7380413609969173, 2.1110976461232287, -1.3730562851263115, -1.2467965563748116, 1.645023649533772, -0.3982270931589606]"
2000,60,"[-0.34019335109965754, 0.5445836786920203]","[0.09986415950629338, 0.8748890923655648]","[-0.7218254489970141, 1.2311380787497803, -0.5093126297527663, -0.8228808653769261, 1.1908046003726245, -0.36792373499569797]"
2000,61,"[0.8711623215856283, 1.2681264877929912]","[-0.9199617145072898, 1.2680827867874733]","[-1.2409208386262442, 1.4959335511023906, -0.25501271247614643, -0.8384264303573381, 1.5501896448626324, -0.7117632145052941]"
2000,62,"[0.1453638668802009, 0.39943478806344296]","[-0.31729306398020585, 1.250097519100478]","[-0.8215126433182588, 0.97516984855209, -0.1536572052338313, -1.6548120419134382, 1.5020173316814804, 0.15279471023195773]"
2000,63,"[-0.38833788989041057, 0.6013248001811478]","[-0.36043524757407147, 0.5436087350576322]","[-0.6039914209275972, 1.4848741968744639, -0.8808827759468667, -0.804687355909208, 1.628891317980859, -0.824203962071651]"
2000,64,"[0.1340326615594204, 1.270156821809365]","[-0.6021741116721718, 0.8390575453102276]","[-1.1799135542996178, 1.5223469633618727, -0.3424334090622545, -1.2715835804727473, 1.0577369572246544, 0.213846623248093]"
2000,65,"[-0.05922408539553223, 0.9100123548459969]","[-0.12420434296325389, 0.5773222518155856]","[-0.9900021583613835, 1.4204723525196994, -0.430470194158316, -0.5617355447432555, 1.3618174831836904, -0.800081938440435]"
2000,66,"[0.15450157406168552, 0.3656030192120887]","[-1.288533031077638, -0.5620756275945108]","[-1.1671231787949088, 1.627825331942323, -0.46070215314741425, 0.1563084661460973, 0.9526471876274784, -1.1089556537735756]"
2000,67,"[-0.9204068822744575, 0.79155289238971]","[-0.6060537283404464, 0.8688180102223401]","[-1.0049911432582064, 1.5741554383835956, -0.5691642951253895, -0.5959529416270795, 0.8068406642225294, -0.21088772259544997]"
2000,68,"[-0.18216150366934447, 0.027883196797531783]","[-0.8791927972309095, 1.23443842260423]","[-0.8226477357811683, 1.9743368065324083, -1.1516890707512402, -0.6161079162311155, 0.9198413163261235, -0.30373340009500793]"
2000,69,"[-1.2652523270535387, -0.1263635153312797]","[-0.5986459255626512, 0.3623662263857294]","[-0.2224607808436303, 0.9132835669799985, -0.690822786136368, -0.3439315186443235, 0.9344623216063214, -0.5905308029619977]"
2000,70,"[-1.225588248283161, -0.36202637568639695]","[-1.317224453340965, -0.5930637382667685]","[-0.4523359795166978, 1.12686782730583, -0.6745318477891322, -1.330902267618881, 1.7936661616075587, -0.46276389398867757]"
2000,71,"[-0.9182161990852873, -0.6082597878794975]","[-1.2765756443625411, 0.3209175758770173]","[-0.39403521425974075, 0.9922009361240256, -0.5981657218642851, -0.41110877587252453, 1.0870228687653134, -0.6759140928927889]"
2000,72,"[-0.8383472537837546, 0.6338822509604826]","[-0.39164077794884194, 0.5471653787991378]","[-0.8766226811668356, 1.0745319230792851, -0.19790924191244946, -0.9778104225352697, 0.9957759326564266, -0.01796551012115677]"
2000,73,"[-1.3375076612835455, -0.3875390604897413]","[-0.3633752747590942, 0.5594434973972187]","[0.09030183726960123, 0.8470076819832899, -0.9373095192528911, -0.4961656084654179, 1.8930297929521265, -1.3968641844867085]"
2000,74,"[-0.5934312337486067, 0.5991916223854422]","[-0.12108630703528624, 0.8217148535812847]","[-0.4573804075242055, 1.0292709618369784, -0.5718905543127729, -0.8960995291057003, 1.843090559565756, -0.946991030460056]"
2000,75,"[-0.09537509431659694, 0.5946937005344866]","[0.10824133418570883, 0.6165302517342983]","[-0.4847904548738814, 0.6113200191153427, -0.12652956424146133, -0.9536819450513827, 1.79707878102735, -0.8433968359759672]"
2000,76,"[0.09896165665444326, 1.2557122509342524]","[-0.6146930986456836, -0.3618169343734891]","[-0.992011753506312, 1.5615992738702693, -0.5695875203639571, -0.42751356182538186, 1.0499702126343666, -0.6224566508089847]"
2000,77,"[0.3255267366625923, 0.8536393381515432]","[-0.35525734119703695, 0.564717595720638]","[-0.5128030552268833, 1.0289044857600824, -0.5161014305331991, -0.6108850792065224, 1.7744554374812302, -1.163570358274708]"
